State_Code,Account_Length_Months,Area_Code,Intl_Plan,VM_Plan,VM_Messages,Avg_Day_Minutes,Avg_Day_Calls,Avg_Day_Charge,Avg_Eve_Minutes,Avg_Eve_Calls,Avg_Eve_Charge,Avg_Night_Minutes,Avg_Night_Calls,Avg_Night_Charge,Avg_Intl_Minutes,Avg_Intl_Calls,Avg_Intl_Charge,Customer_Service_Calls,Churn
MO,64,408,0,1,19,314.7,159,57.97,242.92,130,28.39,221.87,71,11.1,8.62,2,2.26,1,0
UT,92,510,0,0,0,259.68,91,47.83,115.3,84,13.48,158.58,128,7.93,8.62,4,2.26,1,0
SD,130,415,0,0,0,223.89,74,41.24,214.41,122,25.06,196.66,106,9.84,14.26,2,3.72,1,0
OR,99,408,0,0,0,140.97,128,25.97,235.63,109,27.54,85.16,90,4.25,11.27,3,2.94,2,0
DC,95,510,0,0,0,95.14,86,17.52,156.34,115,18.27,240.71,95,12.04,11.27,2,2.94,2,0
AZ,101,415,0,1,24,123.35,101,22.72,173.05,91,20.23,178.53,95,8.93,14.95,10,3.9,2,0
PA,158,415,0,0,0,178.81,74,32.94,300.13,110,35.08,123.34,112,6.17,11.96,10,3.12,1,0
IN,104,415,0,0,0,228,95,41.99,291.67,107,34.1,308.15,91,15.41,12.19,6,3.18,3,1
CT,120,510,0,0,0,176.86,116,32.58,254.27,101,29.72,188.56,149,9.43,14.14,6,3.69,0,0
ID,102,408,0,0,0,242.92,86,44.75,138.66,119,16.21,169.72,115,8.49,18.17,7,4.74,1,0
CO,87,415,0,1,28,219.14,132,40.36,266.7,104,31.18,187.04,53,9.35,16.9,7,4.41,1,0
KY,124,415,0,0,0,192.86,76,35.53,250.31,142,29.26,181.67,96,9.08,13.8,2,3.6,0,0
NE,217,415,0,0,0,133.73,146,24.63,266.27,111,31.12,273.01,82,13.65,15.3,4,3.99,0,0
UT,123,408,0,1,41,152.76,135,28.14,162.87,102,19.04,221.57,121,11.09,9.32,3,2.43,3,0
NJ,108,415,0,1,19,337.73,104,62.21,290.81,129,33.99,164.66,96,8.24,11.62,7,3.03,0,0
MI,163,415,0,0,0,206.81,94,38.09,207.77,92,24.28,271.8,128,13.6,14.72,4,3.84,1,0
HI,99,415,0,0,0,214.27,92,39.46,222.13,80,25.96,193.32,119,9.67,10,3,2.61,4,0
SC,93,415,0,0,0,142.59,97,26.26,218.38,97,25.52,208.2,128,10.41,7.82,3,2.04,1,0
HI,122,510,0,1,22,221.08,98,40.73,149.59,128,17.49,207.59,109,10.39,9.89,6,2.58,2,0
GA,84,415,0,0,0,117.95,121,21.73,247.95,120,28.98,277.47,118,13.88,11.04,4,2.88,0,0
FL,148,408,0,0,0,200.22,92,36.87,182.59,102,21.34,167.19,110,8.36,10.92,14,2.86,1,0
NC,109,415,0,1,39,93.41,73,17.21,202.63,114,23.68,228.25,126,11.41,5.52,4,1.44,2,0
OK,134,408,0,0,0,222.16,92,40.93,223.84,71,26.17,184.61,73,9.23,5.98,3,1.56,2,0
IN,143,415,0,0,0,226.05,135,41.64,113.69,85,13.29,181.87,95,9.09,16.1,7,4.2,0,0
OK,84,510,0,0,0,196.22,137,36.15,140.05,119,16.37,188.86,125,9.44,9.78,4,2.56,1,0
NE,114,415,0,0,0,159.03,126,29.3,172.52,118,20.17,279.39,112,13.98,10.35,3,2.7,5,1
LA,118,408,0,0,0,242.81,100,44.72,242.06,127,28.29,272.41,111,13.63,14.38,9,3.76,2,0
DC,159,415,0,0,0,204.43,111,37.66,263.7,156,30.83,245.06,112,12.26,11.96,6,3.12,1,1
UT,50,510,0,0,0,204.22,100,37.61,218.48,110,25.54,153.72,131,7.69,13.34,9,3.48,3,0
SC,88,415,0,0,0,153.19,108,28.22,242.38,132,28.33,101.37,98,5.06,13.68,9,3.57,0,0
NY,113,408,0,0,0,142.81,76,26.31,265.2,113,31,249.32,130,12.47,7.94,7,2.07,3,0
TN,147,415,0,1,35,213.3,142,39.29,151.19,105,17.67,214.78,95,10.74,11.62,4,3.03,2,1
MT,127,408,0,1,22,179.46,121,33.06,186.98,109,21.85,248,72,12.4,11.73,7,3.06,1,0
NE,63,408,0,0,0,89.73,68,16.53,189.66,112,22.18,248.81,94,12.45,14.95,3,3.9,0,0
WV,117,408,0,0,0,174.7,110,32.18,210.34,126,24.59,298.53,117,14.94,15.87,2,4.14,1,0
RI,79,510,0,1,31,111.46,95,20.53,260.38,143,30.44,77.37,97,3.87,14.03,9,3.66,3,0
DE,71,415,0,0,0,228.32,74,42.05,270.78,129,31.65,228.66,110,11.44,14.14,3,3.69,0,0
LA,55,415,0,0,0,194.7,82,35.87,252.34,104,29.5,171.54,110,8.58,12.76,2,3.33,0,0
CO,79,415,0,1,34,112.11,106,20.65,253.2,83,29.6,259.85,108,13,17.02,4,4.44,2,0
MS,110,510,0,0,0,200.11,106,36.86,176.91,93,20.67,113.01,110,5.65,7.24,4,1.89,3,0
KY,105,415,0,0,0,221.19,118,40.74,144.01,115,16.83,264.1,73,13.21,6.56,8,1.71,1,0
AK,36,510,0,0,0,126.59,100,23.32,252.24,124,29.48,224.1,114,11.21,10.35,2,2.7,0,0
SD,100,415,0,0,0,327.57,99,60.34,188.16,94,22,136.91,108,6.84,11.96,6,3.12,1,1
VA,103,408,0,0,0,200.86,125,37,93.01,89,10.87,211.04,122,10.56,12.3,10,3.21,1,0
MA,16,510,0,0,0,248.22,83,45.72,220.41,114,25.76,168.3,96,8.42,12.42,2,3.24,0,1
KS,122,510,0,0,0,155.89,92,28.71,227.38,78,26.58,171.44,92,8.58,10.92,4,2.86,0,0
AZ,24,415,0,0,0,168.86,110,31.1,96.44,107,11.27,207.7,123,10.39,8.4,6,2.19,1,0
KS,98,415,0,1,23,182.59,104,33.63,242.49,124,28.35,167.59,101,8.38,16.44,3,4.29,0,0
LA,101,415,0,0,0,235.35,125,43.35,248.27,136,29.01,187.65,135,9.39,0,0,0,3,0
UT,126,415,0,0,0,206.38,152,38.01,160.41,76,18.74,193.82,92,9.69,14.95,3,3.9,1,0
NM,136,510,0,1,19,188.11,102,34.65,232.74,133,27.2,223.09,103,11.15,13.11,3,3.42,1,0
LA,79,408,0,0,0,222.38,130,40.96,229.84,114,26.86,228.96,112,11.45,7.7,20,2.01,1,0
KS,45,510,0,1,26,99.14,110,18.26,161.37,126,18.86,64.1,109,3.21,8.86,6,2.31,1,0
WY,29,415,1,1,37,254.05,107,46.8,196.41,84,22.96,141.57,112,7.08,6.56,8,1.71,2,0
MA,111,415,0,1,23,94.81,97,17.46,233.91,125,27.35,175.29,92,8.77,14.14,4,3.69,1,0
MA,186,408,0,0,0,223.57,110,41.18,306.46,122,35.82,155.85,118,7.8,14.26,7,3.72,0,0
WY,169,408,0,0,0,159.14,122,29.31,173.48,130,20.28,143.9,109,7.19,8.28,7,2.16,3,0
ID,85,408,0,1,30,187.14,113,34.47,264.88,107,30.96,160.71,110,8.04,13.22,6,3.46,1,0
MN,130,510,0,0,0,118.92,113,21.9,194.91,90,22.78,210.63,99,10.53,13.45,3,3.51,1,0
MT,127,415,0,1,28,254.7,132,46.91,253.74,120,29.66,244.25,134,12.21,8.86,2,2.31,1,0
MN,77,510,0,0,0,73.19,72,13.48,209.7,91,24.5,239.49,145,11.98,13.8,2,3.6,1,0
WA,114,415,0,1,34,166.92,116,30.75,237.24,150,27.73,211.14,109,10.56,11.84,6,3.09,0,0
WV,113,408,1,0,0,135.35,99,24.93,221.16,126,25.84,130.94,147,6.55,9.55,9,2.49,0,0
OH,94,408,0,0,0,223.78,116,41.22,179.37,85,20.97,241.22,124,12.07,2.99,7,0.78,1,0
NJ,77,415,1,0,0,143.68,91,26.46,180.12,128,21.06,198.78,108,9.94,8.97,3,2.34,0,0
UT,98,510,0,0,0,93.08,83,17.15,238.63,138,27.89,156.96,131,7.86,10.35,8,2.7,0,0
KS,102,510,0,0,0,261.84,93,48.22,249.88,94,29.2,190.89,128,9.54,7.13,7,1.86,3,0
VT,73,408,0,0,0,102.59,128,18.89,271.31,88,31.71,177.32,91,8.87,16.33,2,4.26,2,0
RI,73,510,0,0,0,275.35,85,50.72,96.65,84,11.3,155.34,63,7.77,12.19,9,3.18,0,0
AR,72,415,0,0,0,224.65,98,41.38,209.7,116,24.5,187.14,131,9.36,15.07,4,3.93,0,0
TX,167,415,0,0,0,102.59,121,18.89,338.39,111,39.55,183.29,75,9.17,12.42,7,3.24,0,0
AL,109,415,0,0,0,211.24,110,38.91,219.56,96,25.67,233.11,100,11.66,16.1,4,4.2,0,0
RI,93,510,1,0,0,142.05,83,26.17,235.41,112,27.51,157.67,109,7.89,12.76,2,3.33,1,1
AZ,108,415,0,0,0,315.24,105,58.06,236.91,98,27.69,232.1,116,11.6,16.1,10,4.2,2,1
UT,125,415,0,0,0,219.89,117,40.51,137.91,103,16.12,192.91,119,9.65,12.65,4,3.3,1,0
MD,128,510,0,0,0,229.62,125,42.3,159.23,114,18.61,217.52,104,10.88,11.27,6,2.94,1,0
NV,98,408,0,1,21,69.84,104,12.86,188.7,91,22.06,247.9,89,12.4,0,0,0,2,0
UT,108,415,0,0,0,143.89,55,26.51,274.63,109,32.11,250.33,125,12.52,13.68,3,3.57,3,0
IL,52,408,0,0,0,232.11,72,42.75,169.94,146,19.86,124.96,121,6.25,10.81,4,2.82,2,0
WY,134,415,0,0,0,8.43,91,1.56,183.66,106,21.47,188.86,85,9.44,14.84,2,3.87,2,0
MS,143,510,0,0,0,144.22,113,26.57,239.92,124,28.04,182.68,90,9.14,11.73,14,3.06,1,0
UT,121,415,0,1,31,284.43,74,52.39,299.28,125,34.98,128.71,151,6.44,11.16,4,2.91,5,0
NC,58,415,0,0,0,161.51,154,29.75,210.56,111,24.61,212.15,114,10.61,17.14,3,4.47,1,0
IN,64,408,0,0,0,160.11,77,29.49,176.69,107,20.66,218.73,132,10.94,14.14,2,3.69,5,1
OH,37,510,0,1,33,244,141,44.94,239.92,122,28.04,195.14,138,9.76,12.88,6,3.36,3,0
DC,155,408,0,1,21,211.78,97,39.01,229.2,89,26.79,89.32,117,4.47,9.89,4,2.58,0,0
RI,172,408,0,0,0,310.38,115,57.17,191.16,132,22.34,155.14,104,7.75,16.56,2,4.32,3,1
KS,91,408,0,0,0,145.62,123,26.82,316.42,104,36.98,197.97,128,9.9,7.59,6,1.98,2,0
ND,140,415,0,1,27,190.27,150,35.05,215.7,151,25.21,170.03,98,8.51,8.16,6,2.13,3,0
GA,112,510,0,0,0,234.7,81,43.23,219.88,106,25.7,188.05,96,9.41,10.81,3,2.82,2,0
NJ,204,415,0,0,0,188.43,90,34.71,272.28,101,31.83,178.63,101,8.94,6.79,3,1.77,6,0
CO,54,415,1,0,0,231.46,82,42.64,257.7,100,30.12,191.29,79,9.57,11.62,3,3.03,1,0
AK,81,510,0,0,0,220,94,40.53,310.31,73,36.28,215.59,75,10.78,10,3,2.61,3,0
WI,56,510,0,0,0,273.73,101,50.41,201.45,123,23.55,143.8,141,7.19,5.06,4,1.32,1,0
AL,68,415,0,0,0,201.62,115,37.14,203.8,113,23.83,190.18,109,9.51,12.65,6,3.3,1,0
DC,85,415,0,0,0,280.86,90,51.74,259.63,124,30.35,170.94,76,8.55,6.21,1,1.62,0,0
MN,94,510,1,1,23,213.08,133,39.25,229.84,144,26.86,285.77,109,14.29,10.92,6,2.86,4,0
WA,79,415,0,0,0,174.7,100,32.18,200.91,116,23.49,223.59,75,11.19,11.84,8,3.09,2,0
MS,45,510,0,0,0,84.97,112,15.65,200.7,116,23.46,186.53,117,9.33,8.51,6,2.22,1,1
LA,182,415,0,0,0,113.41,118,20.89,212.7,127,24.86,261.47,96,13.08,9.2,6,2.4,2,0
DE,76,408,0,1,26,232,117,42.73,219.88,92,25.7,136.3,148,6.82,9.32,2,2.43,1,0
IL,73,415,1,1,34,273.41,109,50.36,235.84,84,27.57,146.73,69,7.34,13.11,3,3.42,0,0
ID,25,408,0,0,0,286.38,85,52.75,301.31,70,35.22,168.2,85,8.41,9.66,4,2.52,1,1
NH,1,510,0,1,26,75.35,89,13.88,268.31,84,31.36,233.11,129,11.66,9.55,3,2.49,2,0
KY,38,415,0,0,0,148.97,91,27.44,306.78,80,35.86,169.11,81,8.46,16.22,3,4.23,2,0
NV,100,510,0,0,0,267.89,124,49.35,139.3,101,16.28,136,132,6.8,7.94,2,2.07,1,0
MA,122,415,0,1,21,211.89,110,39.03,208.63,77,24.39,152.71,97,7.64,11.04,4,2.88,0,0
MT,102,408,0,0,0,170.16,88,31.35,50.68,108,5.92,162.43,97,8.13,13.11,6,3.42,0,0
VA,112,408,0,0,0,146.7,36,27.02,260.38,105,30.44,211.95,122,10.6,14.03,9,3.66,1,0
NH,177,408,0,1,29,204.32,97,37.64,324.78,102,37.96,165.67,123,8.28,18.06,1,4.71,3,0
VA,103,510,1,0,0,185.62,83,34.19,154.84,91,18.09,159.9,112,8,7.82,3,2.04,3,0
MT,39,510,0,0,0,204.97,94,37.75,269.6,123,31.52,233.82,111,11.69,6.21,9,1.62,3,0
KS,81,415,1,0,0,161.51,72,29.75,184.2,104,21.53,217.22,103,10.86,20.58,3,5.37,3,1
KS,61,415,0,0,0,204.22,111,37.61,164.59,123,19.24,216,112,10.8,11.73,2,3.06,2,0
AZ,49,510,0,0,0,128.97,124,23.76,230.49,115,26.94,180.96,95,9.05,12.76,1,3.33,1,0
NJ,49,415,0,0,0,180.76,100,33.29,233.7,128,27.32,317.06,115,15.86,8.97,6,2.34,3,0
WV,42,408,0,1,34,142.16,152,26.19,198.55,115,23.21,179.54,124,8.98,12.54,6,3.27,0,0
MS,62,415,1,0,0,195.57,128,36.02,143.91,113,16.83,181.57,78,9.08,9.89,2,2.58,2,1
NJ,138,415,1,0,0,282.27,102,52,183.12,127,21.41,72,94,3.6,0,0,0,3,1
MI,124,415,0,0,0,171.46,110,31.58,226.31,82,26.45,181.57,110,9.08,11.73,9,3.06,3,0
NM,97,415,0,0,0,94.16,117,17.35,216.56,116,25.31,139.65,94,6.99,16.56,4,4.32,2,0
SD,136,408,1,0,0,215.35,129,39.66,230.06,121,26.89,152.81,111,7.64,13.57,8,3.54,1,0
ME,67,415,0,0,0,124.86,74,23.01,270.24,151,31.59,211.54,96,10.58,8.62,7,2.26,0,0
FL,131,510,0,0,0,203.14,117,37.41,214.84,107,25.11,205.16,132,10.26,11.73,12,3.06,2,0
IL,33,415,1,0,0,267.14,121,49.21,156.98,116,18.34,211.54,99,10.58,12.19,2,3.18,4,1
UT,52,415,0,0,0,204,105,37.58,225.45,94,26.35,193.82,109,9.69,12.42,2,3.24,1,0
IN,91,408,0,0,0,144.54,80,26.62,209.27,92,24.46,284.05,94,14.2,6.79,2,1.77,0,0
MA,82,408,0,0,0,235.24,87,43.33,181.52,107,21.22,252.05,131,12.61,14.6,3,3.81,0,0
MI,124,415,0,0,0,102.49,108,18.88,255.99,96,29.93,282.94,99,14.15,13.34,3,3.48,2,0
VT,113,415,0,0,0,152.22,113,28.04,270.67,92,31.64,218.13,144,10.91,10.46,4,2.73,3,0
KY,152,510,0,1,20,232,115,42.73,103.51,87,12.1,172.86,153,8.64,9.09,6,2.37,1,0
MN,111,408,0,0,0,185.41,115,34.16,219.02,112,25.59,241.82,95,12.1,12.3,4,3.21,3,0
WY,98,408,0,0,0,178.38,137,32.86,217.09,120,25.37,174.48,99,8.72,14.38,8,3.76,1,1
VT,120,408,0,0,0,195.46,99,36.01,203.7,87,23.81,194.73,70,9.74,12.08,8,3.16,2,0
MS,47,415,0,1,27,178.38,94,32.86,136.41,125,15.94,288,100,14.41,8.86,4,2.31,2,0
AR,22,408,0,0,0,119.24,113,21.96,178.41,98,20.85,204.86,101,10.24,10.92,6,2.86,0,0
NE,148,415,0,1,38,226.16,117,41.65,124.94,77,14.6,110.99,111,5.55,18.97,4,4.96,2,0
AL,77,510,0,1,29,228.22,94,42.04,239.49,103,28,150.28,112,7.52,11.16,10,2.91,2,0
MN,74,510,0,0,0,134.05,108,24.69,280.85,107,32.83,271.59,104,13.58,13.45,2,3.51,2,0
MT,108,408,0,1,15,178.49,90,32.88,286.1,98,33.45,253.87,121,12.7,12.54,4,3.27,1,0
WI,105,415,0,1,21,158.92,119,29.27,211.41,46,24.71,270.78,98,13.54,10,3,2.61,2,0
MN,107,415,0,0,0,133.08,106,24.52,169.73,87,19.83,259.34,87,12.97,10.7,6,2.79,0,0
ID,121,415,0,0,0,182.59,136,33.63,132.76,105,15.52,269.67,111,13.48,3.34,8,0.87,2,0
DE,97,510,1,0,0,249.3,139,45.92,279.99,144,32.73,159.09,101,7.96,7.82,4,2.04,0,0
DE,92,415,0,0,0,173.51,120,31.97,307.85,142,35.98,215.29,98,10.77,9.43,3,2.46,3,0
MI,65,415,0,1,34,225.73,126,41.58,152.26,112,17.8,217.32,92,10.87,14.38,4,3.76,4,0
IN,125,510,0,0,0,182.27,105,33.57,188.16,113,22,246.38,97,12.32,12.54,8,3.27,0,0
NV,116,415,0,0,0,292.97,121,53.96,224.91,75,26.29,195.95,115,9.8,15.76,2,4.11,5,1
CA,125,510,1,0,0,171.57,119,31.6,166.84,133,19.49,249.11,116,12.46,9.55,1,2.49,2,1
ME,102,415,0,1,25,148.54,106,27.36,189.34,88,22.13,190.58,98,9.53,11.73,7,3.06,2,0
SD,133,510,0,0,0,218.05,90,40.17,181.52,123,21.22,289.92,85,14.5,6.9,4,1.8,0,0
HI,192,415,0,1,36,168.86,82,31.1,230.91,133,26.99,282.63,88,14.14,11.38,7,2.97,2,0
NE,69,415,0,0,0,120.76,91,22.24,200.91,72,23.49,197.27,135,9.87,13.34,11,3.48,2,0
DC,154,415,0,0,0,206.92,99,38.12,220.09,126,25.73,208.3,128,10.42,11.73,3,3.06,3,0
PA,18,408,0,0,0,212.97,103,39.23,218.27,113,25.51,204.56,111,10.23,10,3,2.61,3,0
ID,166,415,1,0,0,206.81,127,38.09,179.27,93,20.95,164.96,116,8.25,11.73,2,3.06,2,1
MD,56,415,0,0,0,244.32,119,45,266.27,125,31.12,142.28,150,7.11,7.94,12,2.07,1,0
ID,57,415,0,0,0,205.51,121,37.86,294.13,102,34.38,134.18,129,6.71,10.58,6,2.76,3,0
ME,133,408,0,0,0,260.32,76,47.96,217.2,66,25.39,215.59,80,10.78,8.86,6,2.31,1,0
WA,155,408,0,0,0,176.22,99,32.46,218.48,108,25.54,161.01,115,8.05,17.36,4,4.53,2,0
HI,140,408,0,0,0,187.24,97,34.48,210.88,112,24.65,211.95,135,10.6,12.88,6,3.36,3,0
AR,88,408,0,0,0,165.95,100,30.57,269.7,125,31.52,184.51,105,9.23,9.78,7,2.56,1,0
NJ,64,415,1,0,0,374.92,58,69.06,267.35,84,31.25,278.89,108,13.94,15.3,10,3.99,1,1
OR,90,415,0,0,0,110.27,125,20.31,121.4,142,14.19,190.99,111,9.56,13.11,3,3.42,2,0
NM,13,415,0,0,0,208.86,94,38.47,208.31,95,24.34,188.86,110,9.44,11.16,2,2.91,4,0
PA,194,510,0,0,0,208.97,112,38.49,181.09,159,21.17,228.05,129,11.4,13.57,4,3.54,0,0
SC,115,415,0,1,37,199.03,71,36.66,170.8,110,19.97,195.75,128,9.79,15.3,3,3.99,0,0
VA,134,415,0,1,50,225.73,138,41.58,142.41,110,16.65,138.43,113,6.92,12.76,4,3.33,2,0
TN,58,510,0,1,29,259.89,85,47.87,127.4,96,14.9,166.28,114,8.32,12.88,3,3.36,1,0
NV,130,408,0,1,30,200,124,36.84,267.35,149,31.25,159.8,109,7.99,8.51,8,2.22,0,0
MN,66,415,0,0,0,259.03,127,47.71,246.77,116,28.85,154.94,87,7.75,9.89,3,2.58,1,0
WV,82,415,0,0,0,210.49,111,38.77,225.99,106,26.42,239.9,151,12,13.34,3,3.48,3,0
SC,97,415,0,1,35,219.57,110,40.45,226.95,96,26.52,249.22,111,12.46,11.16,7,2.91,0,0
UT,217,408,0,0,0,190.7,122,35.13,170.16,136,19.89,310.48,113,15.53,10.7,3,2.79,4,0
RI,166,415,0,0,0,147.14,123,27.11,194.38,98,22.72,133.06,114,6.65,13,4,3.39,0,0
MO,80,408,0,0,0,211.89,80,39.03,254.81,119,29.78,222.89,134,11.14,15.99,6,4.17,1,0
SC,58,415,0,0,0,258.27,113,47.57,200.59,93,23.44,183.39,89,9.17,13.57,3,3.54,2,0
OR,163,415,0,0,0,219.35,106,40.4,191.37,49,22.37,206.38,123,10.32,14.72,3,3.84,5,0
IN,74,415,0,0,0,305.41,121,56.26,235.63,51,27.54,172.15,122,8.61,10.81,4,2.82,1,1
ND,112,510,0,0,0,188.65,135,34.75,277.85,75,32.48,172.66,127,8.63,13,8,3.39,1,0
VA,101,415,0,0,0,128.22,94,23.61,213.88,103,25,53.97,64,2.7,13.22,6,3.46,1,0
KY,42,415,0,0,0,234.81,129,43.25,324.89,61,37.97,149.16,121,7.46,16.1,4,4.2,2,0
MN,44,408,0,0,0,230.49,90,42.45,240.02,136,28.06,139.54,78,6.98,14.38,6,3.76,1,0
KY,113,415,0,0,0,294.16,118,54.19,287.71,125,33.62,216.51,111,10.83,9.78,11,2.56,1,1
VT,86,408,0,0,0,150.38,101,27.7,156.66,87,18.32,189.16,127,9.47,13.57,6,3.54,2,0
IN,130,510,0,0,0,166.7,126,30.7,118.08,104,13.81,230.28,124,11.51,10.58,6,2.76,2,0
MO,83,510,0,1,36,103.68,92,19.09,280.31,111,32.77,231.49,115,11.58,15.3,4,3.99,0,0
NC,76,510,0,0,0,140.22,89,25.83,190.2,85,22.23,231.8,92,11.59,8.62,3,2.26,5,1
OK,48,408,0,0,0,214.27,77,39.46,217.31,122,25.4,148.25,77,7.42,5.86,6,1.53,1,0
TN,163,510,0,1,23,172.97,110,31.86,202.95,68,23.72,232.81,125,11.65,11.96,8,3.12,1,0
DE,22,510,0,1,23,196.86,100,36.27,176.37,62,20.61,130.43,108,6.53,14.6,4,3.81,3,0
WI,66,408,0,0,0,138.59,116,25.52,294.13,119,34.38,213.67,95,10.68,9.32,4,2.43,0,0
UT,73,408,0,0,0,309.62,116,57.03,190.95,71,22.32,216.91,161,10.85,12.3,15,3.21,1,1
DE,135,408,0,1,38,219.03,98,40.34,181.73,98,21.25,188.15,114,9.41,13.68,7,3.57,4,0
MS,48,510,0,0,0,161.3,155,29.71,173.48,115,20.28,200.41,115,10.03,9.55,2,2.49,3,0
LA,122,408,0,0,0,249.95,150,46.03,286.96,144,33.54,243.34,106,12.17,10.12,6,2.64,1,1
WI,102,510,1,0,0,252.76,109,46.56,237.45,139,27.76,148.76,112,7.44,14.72,3,3.84,0,0
MN,63,510,0,0,0,143.68,129,26.46,71.79,66,8.4,162.43,128,8.13,11.38,2,2.97,3,0
AK,197,415,0,0,0,252.86,102,46.57,234.56,118,27.42,185.22,115,9.26,10.92,3,2.86,0,0
TN,69,510,0,1,40,83.24,112,15.33,173.27,100,20.25,190.99,87,9.56,14.38,7,3.76,1,0
TN,101,408,0,1,16,128.54,119,23.67,244.63,103,28.6,182.38,117,9.12,9.43,6,2.46,2,0
LA,141,415,0,0,0,225.41,137,41.52,203.91,91,23.84,146.53,98,7.33,13.8,10,3.6,1,0
GA,91,510,0,0,0,154.81,135,28.51,110.37,94,12.91,236.46,99,11.83,14.6,3,3.81,2,0
PA,120,408,0,0,0,106.16,105,19.55,200.05,90,23.38,148.56,101,7.43,10.7,4,2.79,2,0
SC,49,408,1,1,32,191.24,125,35.22,243.24,128,28.44,206.99,122,10.35,17.36,3,4.53,3,1
KY,101,510,0,0,0,0,0,0,205.84,126,24.06,170.94,100,8.55,8.28,4,2.16,1,0
CT,140,510,0,0,0,160.32,91,29.53,197.38,160,23.07,181.37,88,9.07,12.54,4,3.27,0,0
MD,95,510,0,1,27,140,112,25.79,266.7,95,31.18,271.39,122,13.57,13.68,3,3.57,1,0
MD,42,415,0,0,0,271.46,86,50.01,191.05,112,22.34,186.94,95,9.35,14.6,6,3.81,0,0
RI,189,415,0,1,30,167.78,123,30.9,209.48,53,24.49,172.25,114,8.61,17.71,7,4.62,1,0
FL,122,415,1,1,40,233.95,85,43.09,267.56,95,31.27,188.25,105,9.42,14.6,4,3.81,1,0
DE,90,415,0,1,30,181.84,109,33.49,236.7,79,27.67,227.14,111,11.36,9.43,2,2.46,0,0
DE,90,408,0,0,0,118.81,108,21.88,236.59,121,27.66,105.32,141,5.27,12.54,7,3.27,0,0
TX,85,510,0,0,0,229.51,113,42.27,244.74,109,28.6,165.37,123,8.27,8.86,3,2.31,0,0
VA,153,415,0,0,0,218.59,140,40.26,170.27,83,19.91,112.81,104,5.64,9.89,4,2.58,2,0
IL,110,510,0,0,0,304,83,55.99,323.92,94,37.87,190.78,97,9.54,9.78,4,2.56,0,1
VT,155,510,0,0,0,199.57,108,36.76,210.02,124,24.55,229.37,129,11.47,8.97,1,2.34,1,0
OR,99,510,0,0,0,138.7,83,25.55,230.7,127,26.96,145.52,148,7.28,16.44,10,4.29,2,0
ND,51,415,0,0,0,191.03,137,35.19,234.56,132,27.42,186.23,54,9.32,10.46,4,2.73,0,0
NJ,40,408,0,0,0,262.16,87,48.29,249.56,103,29.17,155.95,91,7.8,11.04,8,2.88,0,0
WI,39,408,0,0,0,65.3,168,12.03,328.1,127,38.35,125.47,49,6.28,14.26,3,3.72,1,0
CO,81,510,1,0,0,270.92,90,49.9,201.34,53,23.53,121.82,138,6.09,8.97,6,2.34,1,0
TX,96,510,1,0,0,107.89,107,19.88,271.74,88,31.77,113.92,79,5.69,8.62,7,2.26,0,0
MN,50,408,0,0,0,141.73,137,26.11,171.98,100,20.1,209.52,93,10.48,6.44,10,1.68,5,1
DC,129,510,0,1,30,191.68,101,35.3,226.95,108,26.52,243.24,114,12.17,10.7,8,2.79,3,0
ME,135,415,1,0,0,201.08,113,37.04,70.72,100,8.27,215.8,111,10.79,14.84,4,3.87,1,0
SC,122,415,1,0,0,158.16,124,29.13,234.34,98,27.39,238.99,103,11.95,13.22,6,3.46,1,0
WV,78,415,0,0,0,260.86,120,48.05,157.09,103,18.36,130.63,138,6.54,13.57,7,3.54,3,0
MS,46,510,0,0,0,97.73,115,18,295.96,82,34.6,148.35,117,7.42,14.6,2,3.81,1,0
MN,148,415,0,1,26,264.76,159,48.76,126.44,146,14.78,238.99,96,11.95,17.48,4,4.56,2,0
LA,140,510,0,0,0,264.54,122,48.73,277.1,107,32.39,234.23,118,11.72,8.62,7,2.26,1,1
MA,90,408,0,0,0,66.27,97,12.21,208.31,100,24.34,144.91,85,7.25,13.11,10,3.42,1,0
RI,154,510,0,0,0,167.03,129,30.77,229.52,75,26.83,180.25,111,9.02,13.8,2,3.6,3,1
ID,26,408,0,0,0,313.62,152,57.77,263.27,103,30.77,148.86,85,7.44,8.51,4,2.22,2,1
MN,129,415,0,0,0,172,106,31.69,216.98,95,25.36,236.05,101,11.81,13.22,7,3.46,2,0
UT,98,408,0,0,0,171.35,95,31.57,272.6,71,31.86,180.66,110,9.04,17.02,6,4.44,2,0
MA,117,408,0,1,14,86.7,86,15.97,234.66,109,27.44,124.15,108,6.21,9.89,2,2.58,1,0
NC,160,415,0,0,0,185.08,109,34.09,260.92,128,30.5,180.46,97,9.03,14.95,3,3.9,2,0
KY,120,415,0,0,0,161.3,104,29.71,207.45,93,24.25,252.05,126,12.61,12.76,6,3.33,1,0
MO,52,408,0,1,31,132.11,93,24.33,148.94,106,17.42,143.7,149,7.19,6.56,11,1.71,3,0
SD,115,510,0,0,0,155.24,143,28.59,297.88,126,34.82,47.29,89,2.36,14.6,3,3.81,0,0
MI,70,408,0,0,0,250.92,129,46.22,313.21,119,36.62,203.75,118,10.19,0,0,0,3,0
WY,123,408,0,1,39,292.32,105,53.85,262.63,116,30.69,110.28,119,5.51,17.71,8,4.62,1,0
